tconst,num_seasons,num_episodes,long.x,originalTitle,startYear,endYear,long.y,averageRating,numVotes
tt0061265,2,43,0,The Invaders,1967,1968,0,8,3278
tt0061266,8,195,1,Ironside,1967,1975,1,6.9,3911
tt0061277,8,194,1,Mannix,1967,1975,1,7.4,4018
tt0061287,1,17,0,The Prisoner,1967,1968,0,8.5,14692
tt0061289,1,7,0,Raumpatrouille - Die phantastischen Abenteuer des Raumschiffes Orion,1966,1966,0,8,1023
tt0061296,3,73,0,The Smothers Brothers Comedy Hour,1967,1993,0,8,1563
tt0061300,1,52,0,Mahha GoGoGo,1967,1968,0,7.2,3223
tt0061301,3,52,0,Spider-Man,1967,1970,0,7.3,3971
tt0062539,7,174,1,Adam-12,1968,1975,1,7.7,4738
tt0062543,2,38,0,The Banana Splits Adventure Hour,1968,1970,0,7.2,1867
tt0062544,1,17,0,The Adventures of Batman,1968,1969,0,7.3,1521
tt0062550,3,7,0,The Bugs Bunny/Road Runner Hour,1968,1978,0,8.5,10273
tt0062551,1,30,0,The Champions,1968,1969,0,7.5,1352
tt0062552,9,80,1,Dad's Army,1968,1977,1,8.1,6967
tt0062565,2,50,0,The Ghost & Mrs. Muir,1968,1970,0,7.7,1522
tt0062568,9,281,1,Hawaii Five-O,1968,1980,1,7.4,7848
tt0062570,6,144,1,Here's Lucy,1968,1974,1,6.9,1733
tt0062572,3,66,0,It Takes a Thief,1968,1970,0,7.5,2125
tt0062578,2,51,0,Land of the Giants,1968,1970,0,7.1,2748
tt0062588,9,896,1,Mister Rogers' Neighborhood,1968,2001,1,8.7,9305
tt0062589,5,123,1,The Mod Squad,1968,1973,1,6.9,2231
tt0062595,43,4673,1,One Life to Live,1968,2013,1,6.9,2572
tt0062598,1,13,0,Pippi Långstrump,1969,1969,0,7.4,4341
tt0062601,6,141,1,Laugh-In,1967,1973,1,8,3482
tt0063869,9,59,1,The Benny Hill Show,1969,1989,1,7.6,5347
tt0063878,5,117,1,The Brady Bunch,1969,1974,1,6.8,15197
tt0063881,2,26,0,Catweazle,1970,1971,0,7.8,1093
tt0063887,3,73,0,The Courtship of Eddie's Father,1969,1972,0,7.3,1537
tt0063889,1,34,0,Dastardly and Muttley in Their Flying Machines,1965,1970,0,7.1,3831
tt0063896,1,13,0,The Dudley Do-Right Show,1969,1970,0,6.7,1040
tt0063907,1,17,0,H.R. Pufnstuf,1969,1970,0,7.4,1883
tt0063908,9,368,1,Hee Haw,1969,1997,1,7,1734
tt0063925,5,109,1,"Love, American Style",1969,1974,1,6.8,2375
tt0063927,7,170,1,"Marcus Welby, M.D.",1969,1976,1,7,1718
tt0063929,4,45,0,Monty Python's Flying Circus,1969,1974,0,8.8,77393
tt0063930,9,70,1,The Morecambe & Wise Show,1968,1977,1,8.1,1032
tt0063936,7,74,1,On the Buses,1969,1973,1,7,2551
tt0063939,2,32,0,The Pink Panther Show,1969,1970,0,7.6,20691
tt0063946,1,26,0,Randall and Hopkirk (Deceased),1969,1971,0,7.7,1446
tt0063948,5,113,1,Room 222,1969,1974,1,7.7,1131
tt0063950,3,41,0,"Scooby Doo, Where Are You!",1969,1978,0,7.9,39592
tt0063951,9,3090,1,Sesame Street,1969,\N,1,8.1,14852
tt0063962,1,26,0,UFO,1970,1971,0,7.9,3959
tt0064033,1,18,0,The Ant and the Aardvark,1969,1972,0,7,1748
tt0065272,39,9691,1,All My Children,1970,2011,1,6.8,3143
tt0065294,4,95,0,Flip,1970,1974,0,7.4,1043
tt0065296,9,76,1,The Goodies,1970,1982,1,7.7,1823
tt0065307,1,16,0,Josie and the Pussycats,1970,1972,0,6.2,2250
tt0065314,7,168,1,Mary Tyler Moore,1970,1977,1,8.3,9803
tt0065317,7,46,1,McCloud,1970,1977,1,6.9,3601
tt0065323,9,881,1,NFL Monday Night Football,1970,\N,1,8.2,1531
tt0065327,3,52,0,Night Gallery,1969,1973,0,7.9,5990
tt0065329,5,114,1,The Odd Couple,1970,1975,1,7.9,6924
tt0065333,4,96,0,The Partridge Family,1970,1974,0,6.5,4542
tt0066625,3,50,0,Alias Smith and Jones,1971,1973,0,7.6,2265
tt0066626,9,207,1,All in the Family,1971,1979,1,8.4,17987
tt0066633,6,65,1,Bless This House,1971,1976,1,6.9,1035
tt0066636,5,120,1,Cannon,1971,1976,1,6.8,3477
tt0066651,6,780,1,The Electric Company,1971,1977,1,8.1,2223
tt0066652,1,6,0,Elizabeth R,1971,1971,0,8.7,1886
tt0066685,6,40,1,McMillan & Wife,1971,1977,1,7.2,2877
tt0066701,1,24,0,The Persuaders!,1971,1972,0,8,5710
tt0066704,1,13,0,Prosjaci i sinovi,1971,\N,0,9.2,1052
tt0066714,1,6,0,The Six Wives of Henry VIII,1970,1970,0,8.4,1417
tt0066721,9,93,1,The Two Ronnies,1971,1987,1,7.8,3486
tt0066722,5,68,1,"Upstairs, Downstairs",1971,1975,1,8.4,3440
tt0068040,9,69,1,Are You Being Served?,1972,1985,1,8,8924
tt0068044,2,17,0,Banacek,1972,1974,0,7.7,2135
tt0068049,6,142,1,The Bob Newhart Show,1972,1978,1,8.1,6468
tt0068067,7,131,1,Emergency!,1972,1979,1,7.9,5779
tt0068069,1,8814,0,Emmerdale Farm,1972,\N,0,4.9,3424
tt0068072,8,86,1,Fat Albert and the Cosby Kids,1972,1985,1,6.7,2545
tt0068093,3,63,0,Kung Fu,1972,1975,0,7.6,6865
tt0068098,9,251,1,M*A*S*H,1972,1983,1,8.5,61387
tt0068103,6,141,1,Maude,1972,1978,1,7.3,4533
tt0068112,2,24,0,The New Scooby-Doo Movies,1972,1973,0,7.6,5359
tt0068120,9,9516,1,The New Price Is Right,1972,\N,1,7.5,4168
tt0068126,4,93,0,The Rookies,1972,1976,0,6.8,1167
tt0068128,6,137,1,Sanford and Son,1972,1978,1,7.9,10362
tt0068135,5,120,1,The Streets of San Francisco,1972,1977,1,7.3,6529
tt0068149,9,212,1,The Waltons,1972,1981,1,7.6,8651
tt0068243,1,6,0,Le avventure di Pinocchio,1972,1972,0,7.8,1545
tt0068304,1,4,0,Bolshaya peremena,1973,1973,0,8,1745
tt0069554,1,16,0,The Addams Family,1973,1973,0,6.6,1105
tt0069557,8,178,1,Barnaby Jones,1973,1980,1,6.9,2939
tt0069576,1,2857,0,Doraemon,1979,2005,0,8.1,4786
tt0069599,5,117,1,Kojak,1973,1978,1,7.1,8468
tt0069602,9,294,1,Last of the Summer Wine,1973,2010,1,7.1,3494
tt0069607,6,39,1,Man About the House,1973,1976,1,7.2,1506
tt0069608,9,1440,1,Match Game 73,1973,1990,1,8.3,2405
tt0069620,6,97,1,Police Story,1973,1980,1,7.5,1101
tt0069627,7,65,1,Schoolhouse Rock!,1973,2009,1,8.2,4225
tt0069628,1,12,0,Semnadtsat mgnoveniy vesny,1973,1973,0,8.8,4806
tt0069634,3,23,0,Some Mothers Do 'Ave 'Em,1973,1978,0,7.6,4021
tt0069637,2,22,0,Star Trek,1973,1975,0,7.2,7839
tt0069641,9,93,1,Super Friends,1973,1985,1,7.2,4431
tt0069655,3,27,0,Whatever Happened to the Likely Lads?,1973,1974,0,7.8,1246
tt0069658,2,12791,0,The Young and the Restless,1973,\N,0,5.3,6662
tt0070644,1,6,0,Scener ur ett äktenskap,1973,1973,0,8.5,17049
tt0070904,1,2,0,Welt am Draht,1973,1973,0,7.7,6565
tt0070968,1,52,0,Arupusu no shôjo Haiji,1974,1974,0,7.5,5787
tt0070970,1,13,0,Bagpuss,1974,1974,0,7.7,1037
tt0070975,4,88,0,Chico and the Man,1974,1978,0,6.8,1106
tt0070981,9,281,1,Derrick,1974,1998,1,6.6,1753
tt0070991,6,133,1,Good Times,1974,1979,1,7.4,7802
tt0070992,9,255,1,Happy Days,1974,1984,1,7.4,20340
tt0070996,1,16,0,Hong Kong Phooey,1974,1975,0,6.9,3874
tt0071003,1,20,0,Kolchak: The Night Stalker,1974,1975,0,8.4,5869
tt0071005,3,43,0,Land of the Lost,1974,1977,0,7.1,3175
tt0071007,9,204,1,Little House on the Prairie,1974,1983,1,7.5,25585
tt0071028,1,13,0,Otpisani,1974,1975,0,8.5,1729
tt0071033,1,14,0,Planet of the Apes,1974,1974,0,7.1,5167
tt0071034,4,90,0,Police Woman,1974,1978,0,6.6,2205
tt0071036,3,20,0,Porridge,1974,1977,0,8.3,6588
tt0071040,5,109,1,Rhoda,1974,1978,1,6.8,2821
tt0071041,4,28,0,Rising Damp,1974,1978,0,7.7,2720
tt0071042,6,119,1,The Rockford Files,1974,1980,1,8.2,10287
tt0071050,3,28,0,Shazam!,1974,1977,0,6.5,1621
tt0071054,5,99,1,The Six Million Dollar Man,1974,1978,1,7.1,12333
tt0071059,4,53,0,The Sweeney,1975,1978,0,8.1,2513
tt0071075,1,26,0,The World at War,1973,1974,0,9.2,27562
tt0072471,4,82,0,Baretta,1975,1978,0,6.7,2766
tt0072472,8,171,1,Barney Miller,1975,1982,1,8.3,7020
tt0072496,1,23,0,Ellery Queen,1975,1976,0,8.3,1471
tt0072500,2,12,0,Fawlty Towers,1975,1979,0,8.8,97913
tt0072506,49,5031,1,Good Morning America,1975,\N,1,4.5,1961
tt0072515,1,13,0,The Invisible Man,1975,1976,0,6.6,1019
tt0072516,2,22,0,Isis,1975,1976,0,6.7,1179
tt0072519,9,253,1,The Jeffersons,1975,1985,1,7.5,10246
tt0072554,9,209,1,One Day at a Time,1975,1984,1,6.6,5010
tt0072560,2,37,0,S.W.A.T.,1975,1976,0,6.7,1999
tt0072562,9,953,1,Saturday Night Live,1975,\N,1,8,51148
tt0072564,2,48,0,Space: 1999,1975,1977,0,7.3,9081
tt0072567,4,92,0,Starsky and Hutch,1975,1979,0,7,10140
tt0072572,3,38,0,Survivors,1975,1977,0,8,1383
tt0072582,4,95,0,"Welcome Back, Kotter",1975,1979,0,7.1,7238
tt0072584,9,7791,1,Wheel of Fortune,1983,\N,1,6.7,3458
tt0073955,9,202,1,Alice,1976,1985,1,6.8,5275
tt0073961,2,36,0,Baa Baa Black Sheep,1976,1978,0,7.6,3245
tt0073965,3,58,0,The Bionic Woman,1976,1978,0,6.7,7842
tt0073972,5,110,1,Charlie's Angels,1976,1981,1,6.5,13840
tt0073990,3,21,0,The Fall and Rise of Reginald Perrin,1976,1979,0,8,2098
tt0073991,9,2344,1,Family Feud,1976,1985,1,7.1,2340
tt0073992,5,86,1,Family,1976,1980,1,7.7,1933
tt0073995,5,38,1,George & Mildred,1976,1979,1,7.2,1638
tt0074006,1,13,0,"I, Claudius",1976,1976,0,8.8,18774
tt0074007,6,144,1,In Search of...,1977,1982,1,8.5,1082
tt0074016,8,178,1,Laverne & Shirley,1976,1983,1,7,8479
tt0074021,2,325,0,"Mary Hartman, Mary Hartman",1976,1977,0,7.9,1382
tt0074028,5,120,1,The Muppet Show,1976,1981,1,8.4,25710
tt0074031,2,26,0,The New Avengers,1976,1977,0,7.2,2528
tt0074035,8,91,1,The Onedin Line,1971,1980,1,7.6,1073
tt0074036,4,25,0,Open All Hours,1976,1985,0,7.6,5762
tt0074039,1,13,0,Povratak otpisanih,1976,1978,0,8.5,1413
tt0074042,8,148,1,Quincy M.E.,1976,1983,1,7.3,6989
tt0074048,1,9,0,"Rich Man, Poor Man",1976,1976,0,8.2,3291
tt0074050,1,6,0,Sandokan,1976,1976,0,7.4,1515
tt0074053,3,40,0,The Scooby-Doo/Dynomutt Hour,1976,1978,0,7.6,3617
tt0074062,1,3,0,The Sylvester & Tweety Show,1976,\N,0,7.3,5481
tt0074071,3,65,0,What's Happening!!,1976,1979,0,7,4058
tt0074074,3,60,0,Wonder Woman,1975,1979,0,7,9621
tt0074369,1,16,0,Daei Jan Napoleon,1976,1976,0,8.7,1530
tt0074621,1,2,0,Helter Skelter,1976,1976,0,7.3,3789
tt0075296,1,3,0,Sybil,1976,1976,0,8,7299
tt0075468,1,4,0,12 stulev,1977,1977,0,8.2,5079
tt0075472,7,90,1,All Creatures Great & Small,1978,1990,1,8.4,4136
tt0075488,6,139,1,CHiPs,1977,1983,1,6.4,10941
tt0075492,4,30,0,Citizen Smith,1977,1980,0,7,1040
tt0075500,5,112,1,Eight Is Enough,1977,1981,1,6.6,3605
tt0075511,4,30,0,The Good Life,1975,1978,0,8,3830
tt0075512,9,601,1,Grange Hill,1978,2008,1,7.1,1590
tt0075513,3,46,0,The Hardy Boys/Nancy Drew Mysteries,1977,1979,0,7.3,1889
tt0075520,1,4,0,Jesus of Nazareth,1977,1977,0,8.5,23989
tt0075525,2,37,0,The Life and Times of Grizzly Adams,1977,1978,0,7.5,1690
tt0075527,1,14,0,Logan's Run,1977,1978,0,7.1,2957
tt0075528,5,114,1,Lou Grant,1977,1982,1,7.3,2308
tt0075529,9,250,1,The Love Boat,1977,1987,1,6.2,12954
tt0075533,1,17,0,Man from Atlantis,1977,1978,0,6.5,2676
tt0075537,4,42,0,Mind Your Language,1977,1986,0,8.7,9234
tt0075543,1,16,0,The New Adventures of Batman,1977,1978,0,6.8,1239
tt0075560,2,29,0,Poldark,1975,1977,0,8.3,1159
tt0075561,5,57,1,The Professionals,1977,1983,1,8,3482
tt0075568,2,9,0,Ripping Yarns,1976,1979,0,7.9,1656
tt0075572,1,8,0,Roots,1977,1977,0,8.4,18366
tt0075578,3,78,0,Second City TV,1976,1981,0,8.5,2766
tt0075579,3,43,0,Secret Army,1977,1979,0,8.6,1561
tt0075584,4,88,0,Soap,1977,1981,0,8.2,7980
tt0075592,9,112,1,Tales of the Unexpected,1979,1988,1,7.6,2347
tt0075596,8,174,1,Three's Company,1976,1984,1,7.5,16213
tt0076975,2,14,0,The Amazing Spider-Man,1977,1979,0,6.2,2588
tt0076983,1,85,0,Battle of the Planets,1978,1980,0,7.6,2158
tt0076984,1,21,0,Battlestar Galactica,1978,1979,0,7.2,16867
tt0076987,4,52,0,Blake's 7,1978,1981,0,8,4321
tt0076993,1,12,0,Centennial,1978,1979,0,8.3,3539
tt0076998,1,3,0,D'Artanyan i tri mushketyora,1979,1979,0,7.8,3717
tt0077000,9,356,1,Dallas,1978,1991,1,7.1,15994
tt0077003,8,181,1,Diff'rent Strokes,1978,1986,1,6.6,12088
tt0077004,2,31,0,The Duchess of Duke Street,1976,1977,0,8.2,1494
tt0077008,7,154,1,Fantasy Island,1977,1984,1,6.6,8691
tt0077013,1,26,0,Mirai shônen Konan,1978,1978,0,8.8,4734
tt0077016,1,6,0,Going Straight,1978,1978,0,7,1263
tt0077025,1,5,0,Holocaust,1978,1978,0,8,5327
tt0077027,3,29,0,How the West Was Won,1976,1979,0,8.2,2462
tt0077031,5,82,1,The Incredible Hulk,1977,1982,1,7,15484
tt0077051,4,24,0,Matador,1978,1982,0,9.3,5127
tt0077053,4,94,0,Mork & Mindy,1978,1982,0,7.1,12259
tt0077058,4,58,0,The Paper Chase,1978,1986,0,8.1,1029
tt0077060,1,6,0,Pennies from Heaven,1978,1979,0,8.4,1185
tt0077064,8,692,1,Prisoner,1979,1986,1,8.1,2137
tt0077089,5,114,1,Taxi,1978,1983,1,7.7,15143
tt0077093,3,69,0,Vega$,1978,1981,0,6.9,2166
tt0077094,1,20,0,Verano azul,1981,1982,0,7.8,1198
tt0077097,4,90,0,WKRP in Cincinnati,1978,1982,0,8,10761
tt0077101,3,54,0,The White Shadow,1978,1981,0,8,1423
tt0077399,1,2,0,The Dark Secret of Harvest Home,1978,1978,0,7.2,1346
tt0078560,1,50,0,Akage no An,1979,1979,0,7.7,1978
tt0078562,4,97,0,Archie Bunker's Place,1979,1983,0,6.3,1411
tt0078564,3,47,0,B.J. and the Bear,1978,1981,0,6.4,1906
tt0078569,7,159,1,Benson,1979,1986,1,7.1,3953
tt0078570,1,41,0,Berusaiyu no bara,1979,1980,0,8.3,2205
tt0078579,2,32,0,Buck Rogers in the 25th Century,1979,1981,0,6.9,10033
tt0078588,1,10,0,Connections,1978,1978,0,9.3,1349
tt0078593,1,13,0,Danger UXB,1979,1979,0,8.5,1037
tt0078607,7,146,1,The Dukes of Hazzard,1979,1985,1,7.1,14912
tt0078610,9,201,1,The Facts of Life,1979,1988,1,6.8,8207
tt0078622,5,111,1,Hart to Hart,1979,1984,1,6.7,8475
tt0078638,9,344,1,Knots Landing,1979,1993,1,6.9,3071
tt0078644,6,114,1,The Littlest Hobo,1979,1985,1,7.7,1280
tt0078655,1,5,0,Mesto vstrechi izmenit nelzya,1979,1979,0,8.8,4902
tt0078657,9,109,1,Minder,1979,1994,1,7.8,2696
tt0078659,2,52,0,Saiyûki,1978,2004,0,8.4,2039
tt0078662,2,24,0,Flash Gordon,1979,1982,0,6.9,1033
tt0078672,1,5,0,Pride and Prejudice,1980,1980,0,7.4,2442
tt0078673,1,3,0,Priklyucheniya Elektronika,1979,1980,0,7.5,2143
tt0078678,1,7,0,Roots: The Next Generations,1979,1979,0,7.8,2714
tt0078679,2,28,0,The Ropers,1979,1980,0,5.9,1088
tt0078680,7,43,1,Rumpole of the Bailey,1978,1992,1,8.4,1614
tt0078682,4,34,0,Sapphire & Steel,1979,1982,0,7.9,1777
tt0078692,3,77,0,Star Blazers,1979,1984,0,8.4,1523
tt0078703,4,22,0,To the Manor Born,1979,2007,0,7.4,2578
tt0078704,7,151,1,"Trapper John, M.D.",1979,1986,1,6.6,2140
